School_Name_EN,Zone_Desc_EN,SchoolGender_EN,School_Category_EN,School_Phone,School_Email
ANAS IBN AL-NADAR BOYS SCHOOL CYCLE2 & SECONDARY EDUCATION,AL FUJAIRAH,Male,Public,092024974,ANASIBNALNADAR.FUJ@moe.gov.ae
HAMAD BIN ABDULLAH AL-SHARQI SECONDARY BOYS SCHOOL,AL FUJAIRAH,Male,Public,092442196;0502919292;092024994,obaid269408@moe.ae
MOHAMMED BIN HAMAD AL-SHARQI SECONDARY BOYS SCHOOL,AL FUJAIRAH,Mixed,Public,092230888;092230887,MOHAMMEDBINHAMADALSHARQI.FUJ@moe.gov.ae
ABU TAMMAM BOYS' SCHOOL CYCLE2 AND SECONDARY EDUCATION,AL FUJAIRAH,Male,Public,0527779689,Un-Known
AL-TAWIEN BOYS' SCHOOL CYCLE 2 & SECONDARY EDUCATION,AL FUJAIRAH,Male,Public,072585323;072585942,ALISTEQLAL.FUJ@moe.gov.ae
LUBNA BENT HUBAB SCHOOL - CYCLE1,AL FUJAIRAH,Mixed,Public,2442305,LUBNABENTHUBAB.FUJ@moe.gov.ae
Al- Fujairah School -Cycle1,AL FUJAIRAH,Mixed,Public,092221373;092226539,ALBAHAR.FUJ@moe.gov.ae
AL-QARIAH SCHOOL- CYCLE1,AL FUJAIRAH,Mixed,Public,,ALQARIAH.FUJ@moe.gov.ae
ZUBAIDAH BENT JAFAR SCHOOL- CYCLE1,AL FUJAIRAH,Mixed,Public,,ZUBAIDAHBENTJAFAR.FUJ@moe.gov.ae
MARIESHED SCHOOL - CYCLE1,AL FUJAIRAH,Mixed,Public,092024934;0503834114,Maryam-S.Alabdouli@ese.gov.ae
UM HAKIM AL-ANSARIAH SCHOOL- Cycle1,AL FUJAIRAH,Mixed,Public,092441515,UMMHAKIMALANSARIAH.FUJ@moe.gov.ae
AL-MA'REFAH SCHOOL -CYCLE1,AL FUJAIRAH,Mixed,Public,092024964;0504895051,Huyam.Alhosani@ese.gov.ae
JEWAIRYAH BENT AL-HARETH SCHOOL-CYCLE1,AL FUJAIRAH,Mixed,Public,092365016;0504333143,Maryam-SK.Alnaqbi@ese.gov.ae
SAFIAH BINT HOYAYE GIRLS SCHOOL -CYCLE2,AL FUJAIRAH,Female,Public,042442894;2443543,SAFIAHBINTHOYAYE.FUJ@moe.gov.ae
UMM AL-ALA' GIRLS SCHOOL- CYCLE2,AL FUJAIRAH,Female,Public,092227001;2243043,UMMALALA.FUJ@moe.gov.ae
MERBAH SECONDARY GIRLS SCHOOL,AL FUJAIRAH,Female,Public,0507999893,Safeyah.Almatrooshi@ese.gov.ae
DIBBA AL-FUJAIRAH GIRLS SCHOOL SECONDARY EDUCATION,AL FUJAIRAH,Female,Public,092024982,DIBBAALFUJAIRAH.FUJ@moe.gov.ae
"Al- Maarifah- 2 Girls' School Cycle1,2& Secondary Education",AL FUJAIRAH,Female,Public,092388681;092024972,LUBABABENTALHARETH.FUJ@moe.gov.ae
UMM AL-MO'MNEEN SECONDARY GIRLS SCHOOL,AL FUJAIRAH,Female,Public,092024936,mariam279105@moe.ae
AL-TAWIEN CYCLE2 & SECONDARY GIRLS SCHOOL,AL FUJAIRAH,Mixed,Public,092024889;092024889,ALTAWIEN.FUJ@moe.gov.ae
"Al-Siji Girls' School - KG - Cycle 1, 2, 3",AL FUJAIRAH,Mixed,Public,068854450,ALSIJI.FUJ@moe.gov.ae
"Masafi Girls' School - Cycle 2, 3",AL FUJAIRAH,Female,Public,042564424,MASAFI.FUJ@moe.gov.ae
"AL-ITQAN CYCLE 1,2 & SECONDARY SCHOOL",AL FUJAIRAH,Mixed,Public,,maryam-ra.ali@ese.gov.ae
HAMAD BIN ABDULLAH ALSHARQI BOYS SCHOOL - CYCLE2,AL FUJAIRAH,Male,Public,,Najat.Shaheen@ese.gov.ae
AL-MA'REFAH GIRLS SCHOOL CYCLE2 & SECONDARY EDUCATION,AL FUJAIRAH,Female,Public,042445659,ALRAHEEB.FUJ@moe.gov.ae
Masafi - KG,AL FUJAIRAH,Mixed,Public,092024946;092024947,sarah292176@moe.ae
AL-TAWIEN Kindergarten,AL FUJAIRAH,Mixed,Public,092024891,RIYAMAH.FUJ@moe.gov.ae
AL-FUJIRAH GIRLS SCHOOL / CYCLE2,AL FUJAIRAH,Female,Public,042226027;2241401,ALFUJIRAH.FUJ@moe.gov.ae
AL-MA'REFAH kindergarten,AL FUJAIRAH,Mixed,Public,09/2024966;0508925151,Sawsan.Hassan@ese.gov.ae
Al Raiyan School- Cycle1,AL FUJAIRAH,Mixed,Public,07-2585970,ALRAYAAN.FUJ@moe.gov.ae
Murbah Girls' School - Cycle2,AL FUJAIRAH,Female,Public,092024950;0506335070,najma272161@moe.ae
Al-Massa Girls' School Cycle2 & Secondary Education,AL FUJAIRAH,Female,Public,0506909123,Un-Known
MADHAB SECONDARY GIRLS SCHOOL,AL FUJAIRAH,Female,Public,0508849947,MADHAB.FUJ@moe.gov.ae
AL-GHOURFA KINDERGARTEN,AL FUJAIRAH,Mixed,Public,092223644;092223655,ALGHOURFA.FUJ@moe.gov.ae
Fujairah Boys' School for Secondary Education,AL FUJAIRAH,Male,Public,0504337040,Rowaya.Alkendi@ese.gov.ae
ALEbtekar Kindergarten,AL FUJAIRAH,Mixed,Public,,mahla275473@moe.ae
ALSALEH PRIVATE SCHOOL- Girls,SHARJAH,Female,Private,0507797037;06/5225704,shahodaziz@hotmail.com
Al Hikma private school,AJMAN,Mixed,Private,,Un-Known
ASSEM BIN THABIT SCHOOL- CYCLE2,AL FUJAIRAH,Male,Public,092222610;092242642,Un-Known
AL-WOROOD KINDERGARTEN,Ras Al Khaimah,Mixed,Public,072025436,ALWOROOD.RAK@moe.gov.ae
Ethen - KG,Ras Al Khaimah,Mixed,Public,072025420;072025420,ALNASEEM.RAK@moe.gov.ae
AL-EKHA'A KINDERGARTEN,Ras Al Khaimah,Mixed,Public,,ALEKHAA.RAK@moe.gov.ae
AL MANARA PRIVATE SCHOOL,ABU DHABI,Mixed,Private,025858621,almanara.pvt@moe.gov.ae
Alabeer - KG,Ras Al Khaimah,Mixed,Public,072025446,ALABEER.RAK@moe.gov.ae
Al Shaheed Tariq Al Shehi - KG,Ras Al Khaimah,Mixed,Public,072025462;072025463,aysha269936@moe.ae
AL-RAWABY KINDERGARTEN,Ras Al Khaimah,Mixed,Public,0504872271;072025476,ALRAWABY.RAK@moe.gov.ae
Al-Rahmah - KG,Ras Al Khaimah,Mixed,Public,0506277103;072025464,suaad.aalshehhi@ese.gov.ae
AL-GHADEER KINDERGARTEN,Ras Al Khaimah,Mixed,Public,0505899213;2445413,ALGHADEERk@staff.moe.gov.ae
Al-Basha'er - KG,Ras Al Khaimah,Mixed,Public,072025554,ALBASHAER.RAK@moe.gov.ae
Al-Ula -KG,Ras Al Khaimah,Mixed,Public,072025458;0554259552,wafa275306@moe.ae
RAFAAQ SCHOOL - CYCLE 1,Ras Al Khaimah,Mixed,Public,04/8524058;04/8524043,RAFAAQ.RAK@moe.gov.ae
KHATT kindergarten,Ras Al Khaimah,Mixed,Public,ALYANABEEA.RAK@moe.gov.ae;072025494,Un-Known
Ahmed Bin Majed School - Cycle 1,Ras Al Khaimah,Mixed,Public,072666235,AHMEDBINMAJID.RAK@moe.gov.ae
ASHABAL AL QUDS SECONDARY PRIVATE SCHOOL,ABU DHABI,Mixed,Private,025861440,9019@adek.gov.ae
Al-Wataneyah School - Cycle 1,Ras Al Khaimah,Mixed,Public,072584131;072025432,USAMABINZAID.RAK@moe.gov.ae
Al-Dhait School - Cycle 1,Ras Al Khaimah,Mixed,Public,072351617;072025653,ALMANSOUR.RAK@moe.gov.ae
Al-Qassimeyah School - Cycle 1,Ras Al Khaimah,Mixed,Public,072332332,hayat284496@moe.ae
BALLAT AL-SHUHADA'A BOY'S SCHOOL CYCLE 2 AND SECONDARY EDUCATION,Ras Al Khaimah,Male,Public,0720255619;0720255619;0720255619,BALLATALSHUHADAA.RAK@moe.gov.ae
Al-Jazeerah Al-Hamra School - Cycle 1,Ras Al Khaimah,Mixed,Public,,TARYAMOMRAN.RAK@moe.gov.ae
Ibn Zaydoon School - Cycle 1,Ras Al Khaimah,Mixed,Public,072025466;0507577571,Un-Known
MOUSA BIN NUSEIR BOY'S SCHOOL -CYCLE 2,Ras Al Khaimah,Male,Public,072025432;0551600050,MOUSABINNUSEIR.RAK@moe.gov.ae
UBEY BIN KA'AB SCHOOL -CYCLE1,Ras Al Khaimah,Mixed,Public,,UBEYBINKAAB.RAK@moe.gov.ae
EMIRATES PRIVATE SCHOOL,ABU DHABI,Mixed,Private,024448863,emiratesad.pvt@moe.gov.ae
GHALEELAH BOYS SCHOOL -CYCLE2,Ras Al Khaimah,Male,Public,072025456;072025457,saeed272352@moe.ae
Al-Rams Boys' School - Cycle2,Ras Al Khaimah,Male,Public,0505904432;072025510-072025508,RASHED272931@MOE.AE
"Al-Mataf Boys' School - Cycle 2, 3",Ras Al Khaimah,Male,Public,072239898;0503733447,hasan279333@moe.ae
"Khatt Boys' School - Cycle 2, 3",Ras Al Khaimah,Male,Public,072025489;072025488,AAREF.ALALI@ESE.GOV.AE
SHAML BOYS' SCHOOL CYCLE 2 AND SECONDARY EDUCATION,Ras Al Khaimah,Male,Public,0506271191;072025549,SHAML.RAK@moe.gov.ae
AL-JAWDAH BOYS' SCHOOL FOR SECONDARY EDUCATION,Ras Al Khaimah,Male,Public,072025444,alya.naser@ese.gov.ae
IBN AL-QAYYEM BOY'S SCHOOL-CYCLE 2,Ras Al Khaimah,Male,Public,0504323230;072283677,ebrahim273378@moe.ae
Al-Berirat Boys' School - Cycle 2,Ras Al Khaimah,Male,Public,072025662,ALBERIRAT.RAK@moe.gov.ae
OTHMAN BIN ABEE AL-A'AS BOYS' SCHOOL-CYCLE 2,Ras Al Khaimah,Male,Public,072442687,OTHMANBINABEEALAAS.RAK@moe.gov.ae
AL-RAMS BOYS' SCHOOL FOR SECONDARY EDUCATION,Ras Al Khaimah,Male,Public,072025542;072663034,ALRAMS.RAK@moe.gov.ae
"Masafi Boys' School - Cycle 2, 3",Ras Al Khaimah,Male,Public,042564212,MASSAFI.RAK@moe.gov.ae
Al-Gheel Boys' School - Cycle 3,Ras Al Khaimah,Male,Public,,ALGHEEL.RAK@moe.gov.ae
SHA'AM BOYS SCHOOL-CYCLE 2 AND SECONDARY EDUCATION,Ras Al Khaimah,Male,Public,072025460,abdulla-sa.alshehhi@ese.gov.ae
SA'EED BIN JUBAIR BOYS' SCHOOL FOR SECONDARY EDUCATION,Ras Al Khaimah,Male,Public,072025671;0505201588,Azza-O.Alshehhi@ese.gov.ae
RAS AL-KHAIMAH BOYS' SCHOOL FOR SECONDARY EDUCATION,Ras Al Khaimah,Male,Public,0097172025617;0506475006,mohammed272328@moe.ae
Tonb Boys' School - Cycle 3,Ras Al Khaimah,Male,Public,072025567,TONB.RAK@moe.gov.ae
"Al-Jazeerah Al-Hamra'a Boys' School - Cycle 2, 3",Ras Al Khaimah,Male,Public,092446602,ALJAZEERAHALHAMRAA.RAK@moe.gov.ae
SHAWKAH BOYS' SCHOOL CYCLE2 & SECONDARY EDUCATION,Ras Al Khaimah,Male,Public,068820090;074870515,SHAWKAH.RAK@moe.gov.ae
Fatima Bint Mubarak Boys' School Cycle2 And Secondary Education,Ras Al Khaimah,Male,Public,072025490;0557272471,rahma281478@moe.ae
"Al - Munaie Boys' School for Cycle1,2 & Secondary Education",Ras Al Khaimah,Male,Public,072025412;072025412,Un-Known
AL IKHLAS PRIVATE SCHOOL,ABU DHABI,Mixed,Private,025853591,alekhlass.pvt@moe.gov.ae
"WADI ASFENI FOR KINDERGARTEN, CYCLE1,2 & SECONDARY EDUCATION",Ras Al Khaimah,Mixed,Public,,wadiasfani@moe.gov.ae
Heraa Girls' School -Cycle 2,Ras Al Khaimah,Mixed,Public,072331486,HERRAA.RAK@moe.gov.ae
AL-WADI GIRLS' SCHOOL- CYCLE1,Ras Al Khaimah,Mixed,Public,072025469,UMMALQURAA.RAK@moe.gov.ae
Zahrat Al-Mada'en School - Cycle 1,Ras Al Khaimah,Mixed,Public,072025582,ZAHRATALMADAEN.RAK@moe.gov.ae
Al-Rams School - KG - Cycle 1,Ras Al Khaimah,Mixed,Public,2663389,ALOFUQ.RAK@moe.gov.ae
AL- GHUB GIRLS SCHOOL - CYCLE 2,Ras Al Khaimah,Female,Public,092227244,ALGHUB.RAK@moe.gov.ae
AL-WADI GIRLS'SCHOOL -CYCLE2,Ras Al Khaimah,Female,Public,072025472,Un-Known
AL- Maereid School-Cycle 1,Ras Al Khaimah,Mixed,Public,0525085499,shama-g.almansoori@ese.gov.ae
Ethen School - Cycle 1,Ras Al Khaimah,Mixed,Public,072585570,ETHEN.RAK@moe.gov.ae
AL-MATAF GIRLS' SCHOOL-CYCLE 2,Ras Al Khaimah,Female,Public,072235057;072235921,ALMATAF.RAK@moe.gov.ae
KHATT GIRLS' SCHOOL CYCLE1&2 AND SECONDARY EDUCATION,Ras Al Khaimah,Mixed,Public,072025482,Bayna27621@moe.ae
Al-Dhait Girls' School - Cycle 2,Ras Al Khaimah,Female,Public,2356652;0507990940,9079@moe.gov.ae
SUHAILAH GIRL'S SCHOOL - CYCLE 1&2,Ras Al Khaimah,Mixed,Public,0505890086,Meera-K.Almesafri@ese.gov.ae
AL-HUDEIBA GIRLS' SCHOOL FOR SECONDARY EDUCATION,Ras Al Khaimah,Female,Public,,ALHUDEIBA.RAK@moe.gov.ae
AL-NAJAH GIRLS' SCHOOL CYCLE2 AND SECONDARY EDUCATION,Ras Al Khaimah,Female,Public,072025430;0504444537,ALNAJAH.RAK@moe.gov.ae
Al-Jeer Girls' School - Cycle 3,Ras Al Khaimah,Female,Public,072025471;0504872004,Shaikha.Alremeithi@ese.gov.ae
"Al-Ro'yah Girls' School - Cycle 2, 3",Ras Al Khaimah,Female,Public,072663887,aroaah.rak@moe.gov.ae
AL-SABAHEYA GIRLS' SCHOOL CYCLE2 AND SECONDARY EDUCATION,Ras Al Khaimah,Female,Public,072331613;072332843,ALSABAHEYA.RAK@moe.gov.ae
Al - Maereid Girls' School Cycle 2 And Secondary Education,Ras Al Khaimah,Mixed,Public,092289300,NOORAHBINTSULTAN.RAK@moe.gov.ae
JULFAR GIRLS' SCHOOL FOR SECONDARY EDUCATION,Ras Al Khaimah,Female,Public,,JULFAR.RAK@moe.gov.ae
AL BASHAIR PRIVATE SCHOOL,ABU DHABI,Mixed,Private,025531666,albashair.pvt@moe.gov.ae
AL-DHEET GIRLS' SCHOOL FOR SECONDARY EDUCATION,Ras Al Khaimah,Female,Public,,ALDHEET.RAK@moe.gov.ae
Al-Hamham Girls' School - Cycle 3,Ras Al Khaimah,Female,Public,,ALHAMHAM.RAK@moe.gov.ae
AL EMAN PRIVATE SCHOOL - LLC,ABU DHABI,Mixed,Private,024436723,aliman.pvt@moe.gov.ae
AL MANHAL INTERNATIONAL PRIVATE SCHOOL,ABU DHABI,Mixed,Private,024998777,almanhalint.pvt@moe.gov.ae
ZEINAB GIRLS' SCHOOL CYCLE2 AND SECONDARY EDUCATION,Ras Al Khaimah,Mixed,Public,072445663,ZEINAB.RAK@moe.gov.ae
"KEDRA GIRLS KINDERGARTEN &SCHOOL CYCLE1,2 & SECONDARY EDUCATION",Ras Al Khaimah,Mixed,Public,068838112;068838183,KADRA@moe.gov.ae
NOJOUM KINDERGARTEN,Ras Al Khaimah,Mixed,Public,072025414;048525277,maitha279721@moe.ae
SHAML GIRLS' SCHOOL Cycle 1&2AND SECONDARY EDUCATOIN,Ras Al Khaimah,Mixed,Public,072025536,mouza277332@moe.ae
BARAEM AL AIN PRIVART SCHOOL,ABU DHABI,Mixed,Private,025831818,baraemalainad.pvt@moe.gov.ae
Alkhran School - Cycle 1,Ras Al Khaimah,Mixed,Public,072441683;072443868,BINDHAHERBOY.RAK@moe.gov.ae
BAIT AL MAQDES INTERNATIONAL PRIVATE SCHOOL,ABU DHABI,Mixed,Private,025527500,beitalmaqdes.pvt@moe.gov.ae
Al-Mataf School - Cycle 1,Ras Al Khaimah,Mixed,Public,,ALBARAABINAZEB.RAK@moe.gov.ae
HORIZON PRIVATE SCHOOL L.L.C.,ABU DHABI,Mixed,Private,025560310,horizon.pvt@moe.gov.ae
DAR AL ULOOM PRIVATE SCHOOL - BANIYAS,ABU DHABI,Mixed,Private,025831777,daraluloomad.pvt@moe.gov.ae
Al-Wataneyah Boys' School - Cycle 2,Ras Al Khaimah,Male,Public,072025424;0506298191,salim271791@moe.gov.ae
Al-Mataf - KG,Ras Al Khaimah,Mixed,Public,072239343,ALMOSTAQBAL.RAK@moe.gov.ae
FATMA BINT MUBARK KINDERGARTEN &GIRLS' SCHOOL CYCLE1&2 AND SECONDARY EDUCATION,Ras Al Khaimah,Mixed,Public,072025493,Un-Known
EMIRATES EDUCATINNAL EST. (BY BRANCH OF) EMIRATES PRIVATE SCHOOL,ABU DHABI,Mixed,Private,025832888,emiratesbaniyas.pvt@moe.gov.ae
Muhra Bint Ahmad School - Cycle 1,Ras Al Khaimah,Mixed,Public,072225111;0503395253;072211178,Mahrahsch.RAK@moe.gov.ae
AL-AA'THEER KINDERGARTEN,Ras Al Khaimah,Mixed,Public,072025450,Un-Known
ROSARY SCHOOL - L L C,ABU DHABI,Mixed,Private,024452500,rosary.pvt@moe.gov.ae
VISION PRIVATE SCHOOL LLC,ABU DHABI,Mixed,Private,024477730,vision.pvt@moe.gov.ae
INTERNATIONAL PRIVATE SCHOOL,AL AIN,Mixed,Private,037553505,international.pvt@moe.gov.ae
AIN AL KHALEEJ SCHOOL,AL AIN,Mixed,Private,037811232,ainalkhaleej.pvt@moe.gov.ae
AL ANDALUS PRIVATE ACADEMY,AL AIN,Mixed,Private,037829980,alandulusacad.pvt@adek.abudhabi.ae
AL AWAEL PRIVATE SCHOOL,AL AIN,Mixed,Private,037806070;0507301918,alawail.pvt@moe.gov.ae
AL DAR PRIVATE SCHOOL,AL AIN,Mixed,Private,037832215,aldar.pvt@moe.gov.ae
AL HAMDANIYA GRAND PRIVATE SCHOOL L.L.C.,AL AIN,Mixed,Private,037813114,alhamdanya.pvt@moe.gov.ae
AL ISRAA PRIVATE SCHOOL,AL AIN,Mixed,Private,037612155,alisraa.pvt@moe.gov.ae
ALKHALIL INTERNATIONAL PRIVATE SCHOOLS,AL AIN,Mixed,Private,037820676,alkhalilint.pvt@moe.gov.ae
AL SEDDIQUE PRIVATE SCHOOL,AL AIN,Mixed,Private,037643969,alseddeeq.pvt@moe.gov.ae
AL YAHAR PRIVATE SCHOOL and KINDERGARTEN,AL AIN,Mixed,Private,037814454,alyaher.pvt@adek.gov.ae
BARAEM AL AIN PRIVATE SCHOOLS,AL AIN,Mixed,Private,037678848,baraaimalainaa.pvt@moe.gov.ae
EMIRATES EDUCATINNAL EST. (??AA BRANCH OF) EMIRATES PRIVATE SCHOOL,AL AIN,Mixed,Private,037679322,emiratesaa.pvt@moe.gov.ae
LEBANON FIRST SCHOOL AND KINDERGARTEN -LLC,AL AIN,Mixed,Private,037806780,firstlebanon.pvt@moe.gov.ae
International School of Choueifat,Umm Al Quwain,Mixed,Private,067665888;067662088,iscuaq@sabis.net
PALESTINE PRIVATE ACADEMY L.L.C.,AL AIN,Mixed,Private,037678914,palestine.pvt@moe.gov.ae
AL TAFAWWUQ AL ILMI PRIVATE SCHOOL,AL AIN,Mixed,Private,037614455,scidistinction.pvt@moe.gov.ae
TAWAM PRIVATE MODEL SCHOOL,AL AIN,Mixed,Private,037810912,9172@adek.gov.ae
UNIVERSAL PRIVATE SCHOOL L.L.C.,AL AIN,Mixed,Private,037678884,universal.pvt@moe.gov.ae
ZAKHER PRIVATE SCHOOL,AL AIN,Mixed,Private,037811810,zakher.pvt@moe.gov.ae
AL MARFA INTERNATIONAL SCHOOL,AL DHAFRA,Mixed,Private,028836022,almarfaaint.pvt@moe.gov.ae
ALDHABIYNEA PRIVATE SCHOOL,ABU DHABI,Mixed,Private,026678282,aldhabiania.pvt@moe.gov.ae
DAR AL ULOOM PRIVATE SCHOOL - FALAJ HAZZA BRANCH,AL AIN,Mixed,Private,037676514,daraluloomaa.pvt@moe.gov.ae
BIN KHALDOON ISLAMIC PRIVATE SCHOOL,AL AIN,Mixed,Private,037815614,ibnkhaldoun.pvt@moe.gov.ae
AL JEEL AL JADEED KG,ABU DHABI,Mixed,Public,024119487,920@moe.gov.ae
YAS ACADEMY SCHOOL,ABU DHABI,Mixed,Private,026678900,yasacademy.pvt@moe.gov.ae
EMIRATES EDUCATION ACADEMY,AL DHAFRA,Mixed,Private,028870887,emiratesedu.academy@moe.gov.ae
AL QOUA KG,AL AIN,Mixed,Public,037194117,923@ese.gov.ae
AL NAKHEEL KG,AL AIN,Mixed,Public,037194152,924@moe.gov.ae
AL THARWATH NATIONAL PRIVATE SCHOOL L.L.C.,ABU DHABI,Mixed,Private,025822533,altharawat.pvt@moe.gov.ae
AL MASHAIL NATIONAL PRIVATE SCHOOL,ABU DHABI,Mixed,Private,024482414,nationaltorches.pvt@moe.gov.ae
ALMAHARAT PRIVATE SCHOOL L.L.C.,ABU DHABI,Mixed,Private,025576099,almaharat.pvt@moe.gov.ae
AL MUNEERA PRIVATE SCHOOL L.L.C.,ABU DHABI,Mixed,Private,025827005,almuneera.pvt@moe.gov.ae
AL MANARA PRIVATE SCHOOL - BRANCH 1,ABU DHABI,Mixed,Private,,almanarambz.pvt@moe.gov.ae
DAR ALSALAM PRIVATE SCHOOL,Ras Al Khaimah,Mixed,Private,072361154;0507791785;0507791786;0551332133,daralsalamschool@ymail.com
AL TAWYAH KG,AL AIN,Mixed,Public,037638966,940@moe.gov.ae
AL NOKHBAH,AL DHAFRA,Male,Public,028832414,941@moe.gov.ae
AL SHOMOOKH,AL DHAFRA,Female,Public,028832101,942@moe.gov.ae
AL-KHARRAN PARENT COUNCIL CLASSES,Ras Al Khaimah,Female,Private,0566279727,kharang1@hotmail.com
AL-NAKHEEL PARENT COUNCIL CLASSES,Ras Al Khaimah,Male,Private,,Un-Known
The International school of choueifat,Ras Al Khaimah,Mixed,Private,072353446;0097172353447,iscrasalkhaimah@sabis.net
Ramsis English Private School,Ras Al Khaimah,Mixed,Private,072362520;072362521,Britishramsisschool@gmail.com
Omer Bin Al Khatab Pakist. Islamic High Private School,AJMAN,Mixed,Private,067467634;067461727,obkpihs@hotmail.com
Indian Private School,Ras Al Khaimah,Mixed,Private,072288346,indianschoolrak@gmail.com
fujairah private academy,AL FUJAIRAH,Mixed,Private,,moe@fpa.sch.ae
The New Indian Private School,Umm Al Quwain,Mixed,Private,067666965,schooluaq2@gmail.com
THE ENGLISH PRIVATE SCHOOL UAQ,Umm Al Quwain,Mixed,Private,,schooluaq@gmail.com
Ras Al Khaimah Academy (BCPS),Ras Al Khaimah,Mixed,Private,,Un-Known
Ras Al Khaimah Academy (I.B),Ras Al Khaimah,Mixed,Private,072362441;072363997;07/2362445,Un-Known
Scholars Indian school,Ras Al Khaimah,Mixed,Private,072227600;072227606,rakscholars@gmail.com
English Ideal Private School,Ras Al Khaimah,Mixed,Private,07/2281500,schoolidealenglish@yahoo.com
The Royal Academy Ajman,AJMAN,Mixed,Private,067494449,arabicsecretary@royalacademyajman.com
Indian Public High Private School,Ras Al Khaimah,Mixed,Private,072223124,iphs@eim.ae
Pakistan Islamia Higher Secondary Private School,AL FUJAIRAH,Mixed,Private,,pihschoolfujairah@gmail.com
OUR OWN ENGLISH HIGH SCHOOL (G.C.S.E),AL FUJAIRAH,Mixed,Private,,info@ourown.school
OUR OWN ENGLISH HIGH SCHOOL(Indian),AL FUJAIRAH,Mixed,Private,,info@ourown.school
Alameer English Private School,AJMAN,Mixed,Private,+97167436650,Un-Known
BANGLADESH ENGLISH PRIVATE SCHOOL,Ras Al Khaimah,Mixed,Private,,bisrakuae@gmail.com
Harvest Private School,Ras Al Khaimah,Mixed,Private,072352002;072355005,harvestp.school@gmail.com
Pakistan Higher Secondary School,Ras Al Khaimah,Mixed,Private,072281145;072281146;0556160305;072289696,pakistanischoolrak@yahoo.com
Pakistani Islamia H. Secondary School,AJMAN,Mixed,Private,,enquiry@psa.sch.ae
AL NATIONAL SCHOOL- AJMAN(American),AJMAN,Mixed,Private,,Nationalschooluae@gmail.com
INTERNATIONAL INDIAN PRIVATE SCHOOL,AJMAN,Mixed,Private,067408333,arabsec@iisajman.org
St. Mary’s Catholic High School(G.C.S.E),AL FUJAIRAH,Mixed,Private,,arabic.secretary-smf@smgeducation.org
St. Mary’s Catholic High School(Indian),AL FUJAIRAH,Mixed,Private,,arabic.secretary-smf@smgeducation.org
MODERN INDIAN SCHOOL DIBBA,AL FUJAIRAH,Mixed,Private,,mischooldibba@gmail.com
Alpha Private School,Ras Al Khaimah,Mixed,Private,,alphaschoolrak@gmail.com
Ajman Modern School,AJMAN,Mixed,Private,,Un-Known
Diyar Private Academy - Dibba,AL FUJAIRAH,Mixed,Private,092043000;092043001,info.diyar@fng.ae
New Indian Private School - rak,Ras Al Khaimah,Mixed,Private,072270881;072280886;072283886;07-2273886,nis_rak@hotmail.com
Elite American Private School,Umm Al Quwain,Mixed,Private,06/7672226,Un-Known
American Rak Academy,Ras Al Khaimah,Mixed,Private,0097172211462;00971504875853;0097172211463,Un-Known
East Point Indian International Private School,AJMAN,Mixed,Private,067474899;067480949,info@eastpoint.ae
THE FIRST ACADEMY PRIVATE SCHOOL,AJMAN,Mixed,Private,067417111,info@firstacademy.org
AJMAN ACADEMY PRIVATE SCHOOL,AJMAN,Mixed,Private,067314444,school@ajmanacademy.com
GEMS Westminster School - RAK,Ras Al Khaimah,Mixed,Private,072035999,ministry_wsr@gemsedu.com
Diyar Private Academy - Fujairah,AL FUJAIRAH,Mixed,Private,092010500,Un-Known
HABITAT Private School,AJMAN,Mixed,Private,,info@habitatschool.org
International School of Choueifat,Umm Al Quwain,Mixed,Private,067665888;067662088,iscuaq@sabis.net
The International school of choueifat,Ras Al Khaimah,Mixed,Private,072353446;0097172353447,iscrasalkhaimah@sabis.net
